truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
9011,19,1557.12,7.38,131.03,Nashville,Colorado Springs
4585,4,1167.84,6.95,176.34,Albuquerque,Virginia Beach
8778,20,681.24,7.78,618.24,Albuquerque,Oklahoma City
4459,6,486.6,5.21,699.14,El Paso,Indianapolis
5491,1,194.64,4.26,1158.08,Oklahoma City,Nashville
6674,4,3600.84,4.72,261.67,Jacksonville,Arlington
3363,15,583.92,5.73,217.7,Atlanta,Milwaukee
1128,22,3211.56,4.88,128.43,Chicago,Sacramento
4647,5,1362.48,5.37,502.42,Philadelphia,Washington
8661,13,1849.08,4.57,97.25,Colorado Springs,Washington
8244,6,1849.08,6.98,239.91,Philadelphia,Oklahoma City
7688,4,3114.24,5.19,161.41,Virginia Beach,Jacksonville
1142,6,3016.92,5.42,172.57,San Diego,Colorado Springs
4667,11,3211.56,6.57,110.52,Tulsa,Columbus
5836,21,3698.16,4.25,285.56,Miami,Houston
4046,3,1751.76,6.56,643.81,Tampa,Baltimore
2347,8,486.6,4.3,2043.87,Tucson,Kansas City
4645,20,486.6,5.15,1041.52,San Diego,Chicago
2423,13,1167.84,4.3,752.81,Los Angeles,Columbus
2274,20,2141.04,5.63,265.13,Austin,Tucson
9803,12,1362.48,4.88,592.88,Albuquerque,Seattle
2514,23,291.96,5.06,2379.89,Atlanta,Fresno
3427,9,2530.32,5.3,408.5,Fort Worth,Colorado Springs
8854,20,194.64,5.06,1969.28,Colorado Springs,Atlanta
8936,10,1654.44,6.04,61.63,Tampa,Milwaukee
6683,16,1849.08,4.67,158.76,Oklahoma City,Philadelphia
5559,13,875.88,5.68,213.13,Mesa,Portland
8059,6,1362.48,5.47,555.69,San Jose,Detroit
6110,10,1849.08,5.26,535.1,Raleigh,El Paso
9382,9,97.32,3.78,9870.56,Fresno,Mesa
4564,8,1654.44,5.25,226.03,El Paso,Phoenix
1987,11,1070.52,7.46,670.36,Fresno,Nashville
1470,6,3698.16,4.23,257.15,Houston,Miami
2606,5,1946.4,5,419.48,San Antonio,Las Vegas
2643,22,973.2,5.02,633.9,Kansas City,Tampa
6376,4,1167.84,5.56,630.34,Indianapolis,Louisville
1965,5,291.96,4.59,1213.35,Oakland,Miami
5734,13,973.2,5.45,628.69,San Francisco,Portland
1495,19,291.96,4.32,4088.25,Minneapolis,Long Beach
4578,11,1362.48,5.49,184.57,San Diego,El Paso
7609,10,1459.8,4.96,149.87,San Francisco,Milwaukee
1638,10,583.92,5.84,794.98,San Diego,Los Angeles
5832,14,291.96,6.19,1254.83,Tucson,Sacramento
7404,17,1265.16,3.93,77.98,Omaha,Las Vegas
3215,18,3308.88,6.89,134.36,Oakland,Austin
8908,9,778.56,4.89,1706.23,Portland,Seattle
8322,20,3406.2,6.28,158.63,Virginia Beach,Dallas
9970,5,1265.16,5.74,691.46,Detroit,Atlanta
9324,13,778.56,4.81,545.1,Omaha,Tampa
2259,23,973.2,5.04,786.11,Denver,Louisville
3204,22,681.24,4.98,807.15,Memphis,Boston
4225,16,875.88,5.27,129.09,Detroit,Charlotte
5592,15,2627.64,6.04,71.06,Albuquerque,Phoenix
1125,9,1167.84,5.63,366.9,Miami,Baltimore
1285,21,1362.48,7.53,861.87,Sacramento,New Orleans
5041,16,2043.72,5.48,250.62,Los Angeles,Nashville
2276,17,486.6,5.3,1514.21,Columbus,Dallas
7383,3,681.24,3.74,1480.65,Louisville,El Paso
5226,22,1070.52,5.77,294.64,Fresno,Oakland
9604,23,3016.92,7.04,218.17,Denver,New Orleans
9621,13,583.92,4.19,191.98,Miami,Sacramento
9438,20,1751.76,4.63,918.72,Virginia Beach,Portland
8450,12,1849.08,4.76,252.83,Las Vegas,Minneapolis
5236,17,1557.12,6.08,253.36,Milwaukee,Tulsa
6333,5,681.24,4.44,1262.42,El Paso,Charlotte
7242,17,2335.68,6.65,406.2,Louisville,Phoenix
4381,24,778.56,5.98,641.57,Oklahoma City,Indianapolis
4535,13,1946.4,6.11,393.87,Long Beach,Nashville
6266,7,875.88,5.53,736.69,Milwaukee,Omaha
8152,10,3114.24,8.23,21.21,Oakland,Fort Worth
6366,21,2238.36,6.14,188.97,Jacksonville,Mesa
5405,23,389.28,5.55,1375.3,Detroit,Memphis
1290,15,778.56,5.11,180.72,Philadelphia,Columbus
4352,3,291.96,4.41,8668.78,Albuquerque,Louisville
6642,3,778.56,6.83,1765.97,Colorado Springs,Milwaukee
4181,13,194.64,4.15,1877.7,Louisville,Milwaukee
7566,21,1751.76,5.65,78.55,Baltimore,Jacksonville
9929,22,1849.08,6.67,112.98,San Diego,Las Vegas
7264,2,2724.96,6.01,38.44,San Antonio,Mesa
7725,19,681.24,7.28,3652.76,Boston,Memphis
3663,20,583.92,7.61,805.65,Miami,Sacramento
7052,11,2141.04,6.59,158.04,Detroit,Minneapolis
2098,6,973.2,4.2,1144.48,Sacramento,Minneapolis
6336,19,2627.64,5.2,444.74,Washington,Tulsa
1621,4,875.88,4.65,201.57,El Paso,Fort Worth
4352,17,778.56,4.77,1293.29,Boston,Fort Worth
4254,6,2822.28,5.21,259.92,Sacramento,San Antonio
8766,23,973.2,6.57,355.2,Minneapolis,Sacramento
1435,14,681.24,5.4,621.14,Fresno,Raleigh
4874,14,1265.16,5.31,763.28,Mesa,El Paso
6472,3,1849.08,4.97,102.93,Sacramento,Indianapolis
9713,24,4282.08,4.94,37.67,Arlington,Phoenix
1866,3,1459.8,5.41,832.23,San Antonio,El Paso
8066,6,3211.56,6.83,32.15,Chicago,Sacramento
8378,16,291.96,5.41,495.94,Fresno,Milwaukee
7498,13,778.56,5.45,322.02,San Francisco,Detroit
4901,14,1070.52,5.28,897.25,Kansas City,Arlington
9027,2,486.6,5.4,916.15,Fort Worth,Seattle
4379,1,1654.44,3.76,120.44,Tulsa,Baltimore
6540,15,291.96,5.15,1338.79,Philadelphia,Dallas
9542,23,875.88,4.07,1308.96,El Paso,Fort Worth
4833,24,389.28,4.96,3290.67,Charlotte,Denver
4543,20,1070.52,5.84,506.43,Mesa,Detroit
1960,21,3114.24,6.11,94.56,Arlington,Indianapolis
4101,15,3600.84,5.89,32.67,Philadelphia,Long Beach
1776,15,3406.2,5,48.27,Tulsa,Jacksonville
6934,3,778.56,5,81.52,Dallas,Indianapolis
3878,19,681.24,5.39,1681.45,Minneapolis,Colorado Springs
3532,8,2141.04,6.43,297.06,Oakland,Nashville
6466,20,2238.36,5.91,424.47,Tampa,Oklahoma City
4707,15,875.88,5.06,675.97,Detroit,Charlotte
3121,9,2141.04,4.99,289.8,Portland,Tampa
2039,2,3016.92,3.7,139.78,Denver,New Orleans
1412,2,194.64,5.92,2206.73,Houston,Los Angeles
2050,6,97.32,4.76,3186.37,Tulsa,Tampa
5365,20,3698.16,5.3,222.27,Oakland,San Antonio
1674,23,2043.72,5.7,86.13,Seattle,Colorado Springs
6523,20,1557.12,4.78,108.78,Tulsa,Milwaukee
1455,6,3990.12,5.73,187.01,Phoenix,Minneapolis
9096,9,1265.16,6.18,155.68,Seattle,Milwaukee
1453,16,194.64,6.56,4769.55,Memphis,Baltimore
6960,15,778.56,5.62,242.12,Baltimore,El Paso
4130,16,2141.04,5.5,208.1,Portland,Tampa
5616,17,681.24,6.05,820.38,San Jose,Indianapolis
2315,10,3600.84,5.91,48.35,Dallas,Minneapolis
3236,12,875.88,6,665.4,Colorado Springs,Tampa
6633,4,1362.48,6.88,788.55,Albuquerque,Minneapolis
1253,10,1265.16,7.82,407.79,Houston,Indianapolis
9331,7,681.24,5.01,710.36,Charlotte,El Paso
5333,9,778.56,4.56,1321.38,Fresno,Portland
5626,11,1167.84,7.36,215.66,Portland,Columbus
8799,19,1362.48,5.72,353.87,Nashville,Atlanta
4510,19,973.2,6,76.37,Tucson,Long Beach
4107,20,2335.68,6.82,147.66,San Francisco,Omaha
7161,9,1362.48,6.2,490.94,Albuquerque,Minneapolis
2230,8,778.56,6.18,771.34,Tampa,Omaha
8372,5,778.56,6.19,1257.27,El Paso,Baltimore
3988,6,389.28,7.87,4199.44,Louisville,Oklahoma City
5520,6,2724.96,3.64,231.39,Washington,Tampa
3821,17,2822.28,4.36,36.95,Miami,Fort Worth
1181,10,389.28,6.2,2028.54,Dallas,Fort Worth
1181,13,1946.4,6.09,271.76,Philadelphia,Portland
1733,20,583.92,3.91,313.07,Colorado Springs,Oakland
8541,12,875.88,6.43,537.5,Miami,Tucson
6041,18,1654.44,4.22,481.65,San Diego,Oklahoma City
8399,8,973.2,3.68,251.95,Colorado Springs,Arlington
7113,16,681.24,6.44,888.02,Atlanta,Virginia Beach
6198,13,1070.52,5.24,1047.69,Baltimore,Denver
8162,12,486.6,5.91,1056.98,Fresno,Colorado Springs
5499,13,97.32,5.04,8027.68,Omaha,Colorado Springs
9505,15,778.56,6.99,787.83,Oklahoma City,Indianapolis
4102,16,681.24,6.13,222,San Francisco,Nashville
3103,23,1557.12,3.66,546.55,Raleigh,Oklahoma City
3460,3,194.64,4.49,2273.42,Tucson,Mesa
6870,3,389.28,5.39,2172.25,Indianapolis,Fort Worth
6885,12,3600.84,5.81,108.86,Omaha,Chicago
1622,3,1070.52,5.09,553.08,New Orleans,Colorado Springs
5770,19,97.32,4.94,13674.59,Memphis,Louisville
9491,12,2822.28,5.97,253.52,San Jose,Colorado Springs
2303,9,1557.12,5.83,67.34,Denver,Mesa
5742,3,97.32,5.71,2947.6,Fresno,Tucson
8366,11,1167.84,4.07,887.31,Omaha,Memphis
9859,23,3406.2,3.63,245.21,Houston,Colorado Springs
6675,12,973.2,4.57,333.97,Mesa,Oakland
7898,20,97.32,5.24,1129.82,Mesa,Sacramento
3246,20,291.96,4.56,1230.12,Austin,San Diego
4551,23,2043.72,5.37,260.74,Dallas,Baltimore
3878,19,2530.32,4.97,41.52,Boston,Tulsa
2464,15,1654.44,4.47,167.87,Louisville,Minneapolis
2498,9,778.56,5.31,772.76,Detroit,Albuquerque
9485,1,291.96,5.8,1221.08,Jacksonville,Charlotte
1974,4,2043.72,6.96,103.44,Nashville,Los Angeles
9227,6,3406.2,6.39,42.11,San Diego,Long Beach
4066,15,2822.28,6.07,132.22,Phoenix,Fresno
5817,22,1265.16,4.66,307.52,San Diego,Boston
9486,20,2627.64,5.82,422.17,San Diego,Mesa
4670,9,681.24,5.07,1436.01,Oklahoma City,Albuquerque
8513,18,973.2,6.01,632.12,Portland,San Francisco
4948,13,2335.68,5.24,287.71,Albuquerque,San Diego
2231,19,291.96,4.33,2343.67,Louisville,Albuquerque
5942,7,194.64,5.36,911.19,San Diego,Philadelphia
1817,21,1070.52,4.19,349.17,Mesa,Minneapolis
3661,10,2335.68,5.72,121.12,Miami,Seattle
7772,14,486.6,3.82,1550.78,Atlanta,Miami
6894,9,1362.48,6.78,379.66,Virginia Beach,Baltimore
3404,21,2530.32,4.54,471.98,Virginia Beach,Seattle
3348,8,1265.16,5.88,386.27,San Francisco,Louisville
8577,10,875.88,5.39,967.48,Indianapolis,San Diego
7753,16,4379.4,5.8,195.31,Tulsa,Los Angeles
7922,19,1946.4,5.55,177.08,Tucson,Fort Worth
8943,12,1362.48,4.84,200.94,Nashville,Dallas
6293,7,3503.52,4.58,112.02,Houston,Omaha
8970,23,1459.8,5.67,404.03,Philadelphia,Boston
8383,15,2433,4.11,159.29,San Francisco,Raleigh
4599,6,1167.84,5.39,662.37,Tucson,Oakland
4220,19,583.92,5.41,1531.46,El Paso,Memphis
9439,15,875.88,5.74,517.31,Sacramento,Oakland
5496,14,1070.52,5.91,1921.06,Omaha,Louisville
3742,23,2530.32,5.15,121.33,Philadelphia,Albuquerque
7569,3,1557.12,6.59,499.03,Washington,Houston
4901,2,1946.4,4.84,42,Oakland,Oklahoma City
6390,18,2530.32,5.37,202.55,Washington,Minneapolis
8035,22,2724.96,4.46,29.46,Denver,Tulsa
1384,16,486.6,4.84,1241.49,Fresno,Colorado Springs
2113,15,1362.48,6.19,312.52,Portland,Jacksonville
7265,19,486.6,4.65,1057.45,Detroit,Louisville
4309,17,1459.8,4.82,556.58,Kansas City,Nashville
2719,4,389.28,4.22,614.69,Nashville,Denver
8594,1,486.6,4.24,233.92,San Antonio,Los Angeles
7671,6,97.32,4.23,3744.91,Tampa,Tulsa
5667,10,2919.6,6.14,344.44,Virginia Beach,Columbus
2302,2,194.64,5.21,3248.77,Seattle,San Francisco
4969,22,1265.16,4.63,326.32,Fresno,Boston
3095,3,778.56,5.22,886.33,Washington,Memphis
7625,19,1946.4,5.3,174.07,Boston,Raleigh
5341,18,973.2,6.34,255.98,Oakland,Mesa
9731,13,291.96,5.16,1060.2,San Antonio,San Jose
2711,17,2822.28,6.2,276.5,Virginia Beach,Charlotte
5687,22,875.88,4.63,277.68,Detroit,Tucson
6594,24,1362.48,5.36,1538.07,Seattle,Houston
1329,10,3016.92,4.18,282.93,Atlanta,Philadelphia
9064,2,1362.48,4.3,300.66,Indianapolis,Milwaukee
8280,6,291.96,5.52,2975.54,Fort Worth,San Jose
2040,9,1654.44,6.38,330.37,Fort Worth,Baltimore
8025,22,97.32,4.58,2573.33,Columbus,Fort Worth
4343,17,583.92,4.7,176.12,Nashville,Indianapolis
4602,3,2822.28,6.19,383.65,Mesa,Philadelphia
1151,22,2919.6,6.08,303.84,Omaha,San Jose
8748,19,291.96,6.18,2039.32,Sacramento,Colorado Springs
5205,2,486.6,4.96,1506.49,Miami,Atlanta
5674,20,3114.24,6.18,197.7,Chicago,Mesa
3607,14,3406.2,6.02,24.83,San Jose,Oakland
4166,21,4476.72,5.43,85.41,New Orleans,Houston
5222,18,3211.56,5.3,40.99,Phoenix,Kansas City
2384,21,2433,5.38,319.36,Louisville,Houston
2475,20,2530.32,6.26,322.35,Minneapolis,Washington
8194,7,2043.72,7.46,97.83,Atlanta,San Francisco
6867,11,3308.88,6.87,204.66,Omaha,Philadelphia
4695,13,97.32,5.01,2347.32,Las Vegas,Portland
4193,24,3600.84,5.31,58.47,Philadelphia,Long Beach
3232,18,1167.84,4.11,919.53,San Diego,Washington
4105,10,2335.68,4.36,188.82,Kansas City,Columbus
4319,5,973.2,4.19,406.95,Albuquerque,El Paso
5385,18,1849.08,5.31,255.29,Nashville,Miami
8687,24,681.24,5.07,2062.97,Fort Worth,Philadelphia
4425,16,1070.52,6.24,380.92,Charlotte,Houston
8570,21,583.92,6.9,1549.91,Sacramento,Baltimore
1146,2,97.32,6.41,4407.53,San Francisco,Indianapolis
7711,24,3114.24,5.1,62.22,Phoenix,Atlanta
7858,23,1167.84,8.3,1457.45,Tampa,Sacramento
6376,8,2822.28,6.16,358.1,Virginia Beach,Charlotte
7160,9,291.96,4.36,929.49,Atlanta,Fresno
9195,15,2627.64,5.6,96.46,Boston,Tampa
3344,20,389.28,4.17,742.58,Las Vegas,Nashville
3395,19,3698.16,6.61,113.77,Oakland,San Antonio
6706,2,2335.68,5.61,155.92,Philadelphia,Baltimore
1151,24,1557.12,7.16,181.95,Chicago,Denver
1466,9,4379.4,8.27,116.2,Tulsa,Los Angeles
7463,15,1459.8,5.52,180.82,El Paso,Atlanta
2535,14,2141.04,6.25,65.27,Jacksonville,Fresno
4298,7,1751.76,6.8,463.28,Boston,Colorado Springs
4984,2,2822.28,5.38,344.52,Arlington,Washington
1358,7,1654.44,5.8,1795.08,Washington,Atlanta
5549,2,1459.8,5.82,975.58,Washington,Phoenix
2626,8,3211.56,4.12,392.49,Omaha,San Antonio
3581,1,2822.28,5.22,23.94,San Diego,Atlanta
6147,21,3211.56,6.02,145.1,Colorado Springs,Philadelphia
1616,7,291.96,5.45,954.69,Indianapolis,Columbus
1584,19,1654.44,6.66,332,Tucson,New Orleans
1123,17,4087.44,3.65,131.74,Los Angeles,Virginia Beach
8987,18,583.92,6.22,1626.64,Indianapolis,Austin
8247,17,194.64,5.06,6125.12,Boston,Nashville
1246,24,97.32,4.62,3577.94,Chicago,Los Angeles
7081,12,97.32,5.36,1926.52,Long Beach,Virginia Beach
7157,1,2141.04,5.9,41.1,Atlanta,Charlotte
5558,14,4087.44,6.97,286.34,New Orleans,San Diego
5072,10,2043.72,5.21,220.36,Atlanta,San Francisco
3754,3,973.2,4.87,782.61,Portland,San Francisco
3090,24,1362.48,4.93,543.27,Oakland,Milwaukee
7318,21,1946.4,5.69,152.93,Minneapolis,Portland
8418,18,1265.16,5.8,725.14,Fort Worth,Portland
7891,21,875.88,4.23,235.64,Tampa,Colorado Springs
2587,11,2238.36,5.74,319.37,Denver,Miami
7269,21,2335.68,6.49,185.36,Milwaukee,San Antonio
3513,14,778.56,5.67,781.06,Nashville,Milwaukee
1286,21,1362.48,4.06,119.58,Dallas,Nashville
5909,4,2043.72,5.64,120.43,Washington,Raleigh
6580,17,875.88,6.39,481.45,Albuquerque,Raleigh
5528,6,2335.68,4.83,42.29,Phoenix,Louisville
2093,21,194.64,5.22,5540.08,Mesa,Atlanta
2049,12,3892.8,5.3,40.01,New Orleans,San Jose
6042,19,3600.84,3.72,62.06,Colorado Springs,Los Angeles
2813,15,875.88,4.39,158.07,Las Vegas,Sacramento
3442,17,3114.24,5.04,24.67,Arlington,Indianapolis
8457,11,2238.36,5.28,83.81,Phoenix,Memphis
2709,9,2141.04,3.92,156.16,Long Beach,Boston
8933,14,486.6,5.89,1673.9,Baltimore,Oklahoma City
6307,18,291.96,6.4,801.37,San Diego,Phoenix
2854,1,486.6,5.55,584.13,New Orleans,Oakland
6889,15,973.2,3.84,756.44,Detroit,Fresno
9136,5,3600.84,6.33,132.25,Raleigh,Houston
5197,8,486.6,5.34,289.38,Milwaukee,Sacramento
1030,23,3600.84,5.35,57.68,Minneapolis,Dallas
9850,13,875.88,6.81,131.6,Los Angeles,Austin
5003,19,2530.32,6.69,49.4,Fresno,San Diego
7927,16,1167.84,5.97,162.79,Kansas City,Portland
3688,3,1070.52,5.13,642.25,Colorado Springs,Memphis
5483,1,1362.48,6.15,515.31,Colorado Springs,Oklahoma City
6957,10,583.92,5.56,2326.79,Raleigh,Tulsa
5965,16,2141.04,6.5,308.63,Chicago,Oklahoma City
9051,16,291.96,5.2,2136.67,Tampa,Oakland
9317,15,2043.72,4.19,293.6,Virginia Beach,Nashville
5446,12,97.32,4.43,7988.42,Columbus,Charlotte
4306,9,1070.52,5.68,399.94,Atlanta,Tampa
4428,4,1362.48,5.69,444.69,San Diego,El Paso
8489,11,2335.68,5.93,306.08,Washington,Virginia Beach
9405,24,2530.32,6.7,154.6,San Antonio,Tucson
7648,12,973.2,5.42,97.05,Fresno,Detroit
6740,21,291.96,5.78,716.87,Oklahoma City,Memphis
6361,15,973.2,3.55,309.78,Detroit,Fresno
6241,1,1167.84,6.91,659.76,El Paso,Fresno
2616,6,1167.84,5.44,484.28,Nashville,Austin
5524,11,97.32,4.76,4475.36,Sacramento,Atlanta
1885,11,681.24,6.71,329.07,New Orleans,Long Beach
7414,23,2141.04,5.63,114.62,Las Vegas,Phoenix
6957,16,2530.32,6.22,18.1,Chicago,Louisville
4945,23,1362.48,5.36,256.18,Fresno,Washington
5225,9,194.64,5.09,1863.41,Washington,El Paso
3048,16,389.28,4.51,844.96,Tulsa,Long Beach
6847,4,97.32,6.15,7989.73,Philadelphia,San Antonio
2671,8,583.92,5.64,686.53,Atlanta,Milwaukee
3925,10,3990.12,5.94,304.23,Tampa,San Antonio
4607,2,973.2,5.85,182.07,Indianapolis,Las Vegas
3414,10,778.56,7.55,1622.69,Albuquerque,Omaha
1878,1,973.2,5.06,155.46,Los Angeles,Jacksonville
9103,23,1654.44,4.86,296.43,Oakland,Memphis
2448,16,3892.8,4.39,49.91,Virginia Beach,Houston
3916,1,583.92,3.49,310.05,Seattle,Detroit
6699,5,486.6,4.87,1354.58,Philadelphia,Austin
1355,15,2238.36,5.24,186.2,El Paso,Oakland
8557,24,1362.48,5.7,638.08,El Paso,Sacramento
2284,12,1362.48,5.22,475.99,Washington,Fresno
7720,9,681.24,5.59,744.81,Kansas City,Oakland
5800,3,194.64,4.76,3830.18,Portland,Detroit
5202,19,1265.16,5.24,311.08,Nashville,San Jose
7558,22,1265.16,4.75,129.96,Oklahoma City,Kansas City
5975,21,2724.96,6.5,269.07,Tampa,Washington
5473,13,389.28,7.44,1416.81,Baltimore,Portland
1754,8,778.56,5.72,529.84,Seattle,San Jose
1598,19,97.32,4.21,14285.38,Charlotte,Columbus
6512,3,291.96,7.37,1449.19,Milwaukee,Memphis
6431,1,3211.56,5.56,43.03,San Antonio,Omaha
7372,21,1849.08,6.53,119.22,Memphis,Dallas
6511,8,2919.6,6.99,237,Omaha,San Jose
1567,17,2335.68,4.67,146.45,Detroit,Tampa
2182,13,194.64,5.06,523.05,Austin,Fort Worth
9484,17,486.6,6.82,983.28,El Paso,Las Vegas
9244,16,1654.44,5.58,585.58,Detroit,San Antonio
6864,18,194.64,4.31,1173.45,Tucson,Mesa
4807,4,486.6,4.92,514.26,Washington,Oklahoma City
9225,24,1362.48,5.29,153.53,Denver,Tucson
8250,2,291.96,5.3,641.84,Fresno,Atlanta
5452,14,1849.08,4,168.03,Miami,Nashville
6621,9,2043.72,6.22,114.83,Tulsa,Portland
8080,18,97.32,6.74,4957.66,Fort Worth,Columbus
9468,21,486.6,4.44,626.37,Omaha,Mesa
1576,3,291.96,4.11,2396.34,Austin,Columbus
9274,16,3016.92,5.62,427.58,Denver,New Orleans
2624,20,778.56,4.14,533.14,San Jose,Seattle
2382,24,681.24,5.6,138.14,El Paso,Charlotte
3034,1,973.2,5.83,590.56,Oklahoma City,Charlotte
4185,19,194.64,5.98,961.63,Charlotte,Indianapolis
2862,8,3016.92,5.02,146.21,San Jose,Raleigh
7084,24,973.2,5.32,169.49,Miami,Albuquerque
2106,14,4476.72,5.51,72.77,Houston,New Orleans
8753,3,1946.4,5.68,775.17,Detroit,Virginia Beach
6633,6,2530.32,6.03,132.1,Phoenix,Milwaukee
6576,22,194.64,7.3,2255.86,Los Angeles,Houston
5935,17,1362.48,8.13,528.59,Memphis,Columbus
8676,22,1557.12,5.43,490.41,Long Beach,Las Vegas
1319,11,1654.44,6.64,307.1,Omaha,Nashville
8186,19,486.6,3.93,1446.58,Raleigh,Sacramento
5256,2,583.92,2.97,417.74,Kansas City,Albuquerque
1057,18,1946.4,5.61,346.66,Philadelphia,Portland
6246,1,2724.96,6.41,111.8,Albuquerque,Houston
6679,9,2627.64,5.51,76.88,Tampa,Boston
7239,14,194.64,7.57,2321.06,Indianapolis,Denver
6703,9,681.24,5.28,1483.12,Milwaukee,Kansas City
7582,12,1849.08,5.53,148.74,Mesa,San Francisco
5686,13,2238.36,7.07,302.41,Sacramento,Fort Worth
2993,9,1265.16,5.91,363.88,Nashville,Sacramento
7139,18,389.28,5.42,2143.75,Nashville,Las Vegas
2369,14,583.92,4,1226.51,Denver,Oklahoma City
7183,12,97.32,6.75,16356.76,Milwaukee,Baltimore
3799,16,194.64,5.52,4022.5,San Francisco,Seattle
9548,8,291.96,5.54,476.74,Omaha,Atlanta
3561,24,875.88,5.9,811.37,Boston,Jacksonville
3601,1,1167.84,4.71,131.42,Louisville,Raleigh
4876,13,2724.96,6.25,310.63,San Francisco,Virginia Beach
1054,7,681.24,3.95,207.58,Columbus,Boston
5360,6,681.24,4.76,1032.55,Omaha,Tulsa
3027,2,3503.52,5.44,54.97,Chicago,Colorado Springs
4667,7,3795.48,5.78,73.5,Oakland,Philadelphia
9039,21,3211.56,6.43,133.87,Atlanta,Houston
6912,22,1070.52,5.93,339.68,Colorado Springs,New Orleans
1225,17,486.6,5.19,1226.42,Albuquerque,Las Vegas
4538,5,291.96,5.65,248.81,San Antonio,San Jose
1702,18,2238.36,4.76,107.43,Boston,Virginia Beach
4839,13,681.24,6.18,759.12,Colorado Springs,Albuquerque
8471,13,3503.52,5.33,237.56,Kansas City,Los Angeles
8358,11,4282.08,7.85,108.68,Tulsa,Chicago
1093,7,1946.4,6.33,304.77,San Jose,Baltimore
1168,9,1557.12,4.43,399.51,Boston,Phoenix
2273,5,4087.44,6.25,147.98,Chicago,Oakland
7111,6,2822.28,5.47,31.41,Austin,Omaha
5287,8,97.32,6.49,20600.74,Albuquerque,Tucson
4435,1,3211.56,5.61,143.9,San Antonio,Omaha
2265,11,1265.16,5.53,1502.85,Washington,Tucson
1746,24,3308.88,6.14,50.38,Minneapolis,Jacksonville
9410,20,1459.8,4.44,352.41,Mesa,New Orleans
3396,1,778.56,5.89,914.4,Colorado Springs,Milwaukee
2292,5,97.32,4.35,3565.76,El Paso,Nashville
4977,17,97.32,4.56,5291.98,Detroit,Oklahoma City
3708,5,583.92,5.72,911.04,Fresno,Memphis
8112,21,681.24,3.26,188.35,Mesa,Miami
2006,7,486.6,5.76,2414.39,Tulsa,Miami
5529,11,681.24,4.31,326.31,Las Vegas,Fresno
1005,22,1167.84,5.23,246.57,Detroit,Jacksonville
5072,13,2822.28,6.79,168.63,Los Angeles,Milwaukee
8683,23,389.28,4.52,4019.63,San Francisco,Jacksonville
9630,23,875.88,6.48,569.86,Louisville,Kansas City
8593,15,681.24,4.96,728.76,Columbus,Boston
9534,4,2043.72,4.91,220.91,Portland,Phoenix
1398,10,1459.8,5.66,941.92,Sacramento,Boston
2260,11,389.28,4.07,1161.33,Las Vegas,Nashville
7919,1,2627.64,5.77,98.27,New Orleans,Nashville
4997,18,2724.96,5.77,127.96,Tampa,Washington
6053,23,1946.4,5.09,209.32,San Antonio,Las Vegas
8642,3,3016.92,4.88,148.65,San Diego,Colorado Springs
7084,22,875.88,7.07,1350.31,Atlanta,Minneapolis
9838,14,194.64,5.94,327.5,Virginia Beach,Miami
3361,9,2335.68,6.18,312.6,Boston,Oakland
6781,17,486.6,3.19,4438.12,Mesa,Baltimore
7809,14,194.64,5.71,713.58,Tampa,New Orleans
9082,21,583.92,3.69,686.7,Sacramento,Baltimore
1142,22,2822.28,5.97,100.2,Long Beach,Columbus
5666,6,2822.28,5.92,140.48,Charlotte,Virginia Beach
3576,12,3211.56,5.21,194.26,New Orleans,Indianapolis
9364,16,2335.68,5.71,113.88,Omaha,San Francisco
6218,8,973.2,7.11,686.82,Oakland,Mesa
6322,18,486.6,5.93,1617.61,Boston,Portland
9433,24,3698.16,5.73,201.76,San Jose,Tampa
4046,7,486.6,4.73,447.78,Houston,Dallas
8841,13,2433,5.66,70.63,Austin,Sacramento
6101,22,1070.52,5.59,158.19,Portland,Atlanta
9113,19,1946.4,5.03,81.94,Omaha,Washington
2054,20,875.88,7.46,661.96,Kansas City,Louisville
5609,18,389.28,4.32,1236.83,Tucson,Louisville
1521,18,1167.84,6.22,170.96,Long Beach,Milwaukee
1407,11,97.32,4,5688.07,Fresno,Mesa
1156,20,291.96,5.38,1713.75,Sacramento,Tucson
9514,20,2433,7.53,605.41,Tulsa,El Paso
8654,12,389.28,6.88,460.4,Kansas City,Miami
4318,12,291.96,4.95,713.88,Minneapolis,Arlington
9524,16,1849.08,6.59,567.83,Louisville,Tampa
8697,19,681.24,5.79,531.17,San Francisco,Nashville
5244,14,973.2,5.05,97.72,Baltimore,Washington
5510,23,1167.84,6.64,744.72,Tucson,Oakland
3183,6,3308.88,3.75,99.25,Oakland,Austin
1510,9,389.28,6.32,448.01,Baltimore,Fresno
2083,5,3114.24,5.71,87.03,Omaha,San Diego
